ID
9.21415E+17
8.00964E+17
9.21415E+17
3240045072
106738070
370639956
56392390
4825460655
39180036
3240045072
106738070
370639956
56392390
4825460655
39180036
1048615250
9.21415E+17
2786139292
9.21415E+17
76369192
9.21415E+17
103364517
9.21416E+17
9.21416E+17
9.21416E+17
1864954177
9.21417E+17
124120346
9.21417E+17
2792610317
124120346
9.21418E+17
9.21418E+17
1103725526
425957065
2215497824
215935766
9.21418E+17
9.21418E+17
576074091
9.21418E+17
9.21418E+17
105119490
9.21419E+17
9.21419E+17
1389711594
9.21419E+17
9.21416E+17
3037915851
7.99701E+17
1201890168
1278395702
136382403
7.0205E+17
3037915851
7.99701E+17
1201890168
1278395702
136382403
9.21419E+17
9.21419E+17
43086900
9.21419E+17
9.2142E+17
113659207
399454518
113659207
399454518
9.2142E+17
485548595
9.2142E+17
9.2142E+17
9.21374E+17
2728473857
9.2142E+17
569940489
9.2142E+17
3226615613
362751188
9.2142E+17
9.2142E+17
9.2142E+17
9.21421E+17
124120346
124120346
9.21421E+17
9.21421E+17
160220033
160220033
9.21421E+17
9.21385E+17
9.21421E+17
94295087
9.21421E+17
4690613431
9.21422E+17
9.21422E+17
2743113943
9.21422E+17
17919972
9.21422E+17
2743113943
9.21422E+17
9.21422E+17
9.21391E+17
8.37246E+17
2766646145
418561375
481387193
7.44933E+17
9.21423E+17
9.21423E+17
9.21423E+17
9.21424E+17
9.21424E+17
345020176
9.21424E+17
84642022
31190558
9.21424E+17
9.21425E+17
21181713
9.21425E+17
172319459
172319459
9.21425E+17
9.21425E+17
313803472
9.21425E+17
30452129
1483250779
30452129
1483250779
9.21425E+17
9.21426E+17
9.2144E+17
9.2144E+17
9.2144E+17
508816367
9.2144E+17
1211906816
9.21441E+17
9.21441E+17
34819528
9.21441E+17
9.21441E+17
9.21441E+17
18283655
9.21441E+17
15279290
9.21441E+17
9.21441E+17
9.21441E+17
9.21441E+17
9.21441E+17
9.21434E+17
15279290
9.21441E+17
3021314001
9.21441E+17
9.21441E+17
9.21441E+17
508816367
9.21442E+17
55562632
9.21442E+17
9.21442E+17
9.21442E+17
4257697881
9.21442E+17
432652528
9.21442E+17
8.77222E+17
24920669
9.21443E+17
160220033
9.21443E+17
9.21424E+17
143006975
9.21443E+17
9.21443E+17
9.21443E+17
29749448
9.21443E+17
7.89553E+17
29898542
165052214
1048883100
7.42022E+17
2429803365
3439239843
7.89553E+17
29898542
165052214
1048883100
7.42022E+17
2429803365
8.21072E+17
9.21443E+17
432652528
9.21443E+17
8.58698E+17
9.21443E+17
9.21444E+17
9.21444E+17
320603385
9.21445E+17
9.21445E+17
1259636708
9.21445E+17
9.21445E+17
9.21445E+17
9.21446E+17
4534294876
9.21446E+17
9.21446E+17
9.21446E+17
9.21446E+17
9.21446E+17
8.86981E+17
7.31406E+17
86983772
4647157287
7.31406E+17
2600068831
9.21446E+17
9.21447E+17
9.21447E+17
9.21447E+17
9.21447E+17
522195904
9.21447E+17
9.21448E+17
297436668
297436668
9.21448E+17
9.21448E+17
2794288018
9.21448E+17
522195904
9.21448E+17
9092252
9.21448E+17
1259636708
2307954067
9.1046E+17
9.21449E+17
9.21449E+17
7.09104E+17
9.21449E+17
9.21449E+17
8.99594E+17
8.99594E+17
9.21449E+17
3345845038
9.21449E+17
9.21438E+17
9.21449E+17
1616206807
9.21449E+17
9.21449E+17
9.10646E+17
9.21449E+17
569189279
9.21449E+17
276032034
9.21449E+17
346742249
9.21449E+17
3345845038
3345845038
9.2145E+17
1616206807
9.2145E+17
184348439
9.2145E+17
297436668
9.2145E+17
9.2145E+17
17053149
15279290
9.2145E+17
482028780
9.2145E+17
9.21451E+17
9.21451E+17
18410025
9.21451E+17
9.21451E+17
9.21451E+17
1259636708
2307954067
9.1046E+17
9.21451E+17
2880855496
119516176
9.21451E+17
9.21451E+17
8.7747E+17
9.21451E+17
9.21451E+17
9.21451E+17
9.21451E+17
9.21452E+17
9.21452E+17
9.21452E+17
9.21452E+17
9.21452E+17
793998876
9.21452E+17
9.21452E+17
38328456
9.21452E+17
2743113943
310687757
39689218
2743113943
310687757
39689218
9.21452E+17
848966695
940314608
425694550
1525209252
9.21452E+17
9.21453E+17
9.21453E+17
793998876
793998876
9.21453E+17
9.21453E+17
9.21453E+17
9.21443E+17
9.21453E+17
9.21453E+17
9.21453E+17
284428782
9.21453E+17
9.21453E+17
9.21454E+17
9.21454E+17
9.21454E+17
9.21454E+17
9.21454E+17
9.21454E+17
123920914
9.21454E+17
9.21454E+17
284428782
9.21454E+17
9.21454E+17
9.21454E+17
9.21454E+17
317674672
9.21454E+17
34357187
9.21454E+17
98433537
9.21454E+17
4702970784
9.21454E+17
9.21454E+17
9.21455E+17
9.21427E+17
9.21455E+17
68421930
9.21455E+17
9.21455E+17
9.21455E+17
4826591544
9.21455E+17
9.21455E+17
95913190
9.21455E+17
9.21278E+17
9.21455E+17
14292901
9.21455E+17
8.44588E+17
3237152456
314040483
3435823803
8.44588E+17
3237152456
314040483
3435823803
9.21455E+17
9.21455E+17
6831142
9.21455E+17
546610139
9.21455E+17
9.21455E+17
493775366
9.21455E+17
9.21455E+17
3333764236
930302198
388167227
9.21455E+17
9.21455E+17
9.21455E+17
9.21456E+17
2773949996
9.21456E+17
2773949996
3675760942
9.21456E+17
388318668
9.21456E+17
3435823803
8.44588E+17
3237152456
314040483
3435823803
8.44588E+17
3237152456
314040483
9.21456E+17
2773949996
9.21456E+17
2773949996
9.21456E+17
9.21456E+17
9.21456E+17
9.21456E+17
9.21456E+17
9.21456E+17
2634955103
